Outcome 6 Result 6a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX1 V12,81876,7943,0.09701255557184034
2,Unnamed,81876,8500,0.1038155259172407
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
-0.0068029703454003665,-0.009714247158154303,-0.0038916935326464303,-4.579766464130801,0.00000465495397684456
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
0.934470588235294,0.9077482314860168,0.9619795996157422
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
0.9274304286631536,0.8980000080296127,0.9578253812019533
