Outcome 1 Result 1a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX1 V12,81876,4078,0.04980702525770678
2,Unnamed,81876,2776,0.033904929405442374
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.015902095852264403,0.013963691728312168,0.017840499976216638,16.06658355258238,4.3754607827126456e-58
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.469020172910663,1.4012308450866973,1.5400890409923518
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.4936051785037332,1.421852068017835,1.5689792767001034
