Outcome 2 Result 2a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX1 V12,81876,723,0.00883042649860765
2,Unnamed,81876,454,0.005544970443109092
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.003285456055498559,0.0024672943870158847,0.004103617723981233,7.869198015110507,3.5692185912965855e-15
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.592511013215859,1.416721139252856,1.7901132812568
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.5977897516796875,1.4202770568897687,1.797488791492023
