Outcome 3 Result 3a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX1 V12,81876,1804,0.02203331867702379
2,Unnamed,81876,1170,0.014289901802726074
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.007743416874297717,0.006450390686432786,0.009036443062162648,11.732721753375717,8.662757330273504e-32
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.5418803418803417,1.4334307869614933,1.6585349012326633
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.5540887560170207,1.4429219538571396,1.6738201640929868
