Outcome 8 Result 8a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX1 V12,81876,221,0.0026992036738482583
2,Unnamed,81876,127,0.0015511260931164199
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.0011480775807318384,0.0007020174915778909,0.001594137669885786,5.044291740309964,4.5520431988420716e-7
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.7401574803149606,1.3992606649898927,2.16410575388967
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.7421607232657856,1.4002686290357174,2.1675298030350625
