Outcome 2 Result 2a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX3 V12,12028,179,0.01488194213501829
2,Unnamed,12028,114,0.009477884935151313
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.0054040571998669774,0.0026326293304724285,0.008175485069261527,3.820679604205797,0.0001330844483523157
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.5701754385964912,1.2432018656042614,1.9831460812467048
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.5787889421418344,1.246605643956887,1.9994892016673207
