Outcome 1 Result 1a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX3 V12,12028,840,0.06983704689058863
2,Unnamed,12028,676,0.05620219487861656
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.013634852011972072,0.007495726461779085,0.01977397756216506,4.3513999167071304,0.000013527106549420562
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.2426035502958581,1.1265281681922021,1.370639125416375
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.2608183324060225,1.1356172450784527,1.3998227608997638
