Outcome 3 Result 3a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX3 V12,12028,392,0.03259062188227469
2,Unnamed,12028,275,0.022863318922514135
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.009727302959760556,0.0055793954530458075,0.013875210466475305,4.594400233996151,0.000004339956994640067
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.4254545454545453,1.2243413301191033,1.659603095289906
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.4397874933591674,1.2314666411054824,1.6833489083980073
