Outcome 5 Result 5a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX3 V12,12028,3236,0.26903890921183904
2,Unnamed,12028,2650,0.22031925507149983
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.048719654140339214,0.03787189114869622,0.05956741713198221,8.788641128171761,1.5137978774821363e-18
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.221132075471698,1.1677502606872256,1.2769541535946747
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.3025223616666952,1.2278718102585207,1.381711420090819
