Outcome 7 Result 7a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX3 V12,12028,38,0.003159294978383771
2,Unnamed,12028,52,0.004323245759893582
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
-0.0011639507815098108,-0.002706895064610833,0.0003789935015912115,-1.478497896617438,0.13927455967547145
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
0.7307692307692307,0.48133612212801546,1.109461027520858
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
0.729915955604029,0.4800390942788121,1.1098623187050258
