Outcome 1 Result 1b Kaplan-Meier Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Median Survival (Days),Survival Probability at End of Time Window
1,CX2 V13,25807,1479,,0.9397504054972927
2,CX1 V13,25807,1724,,0.9331918413766384
" "
" "
Log-Rank Test
χ²,df,p
9.559101977173748,1,0.0019896041639161084
" "
" "
Hazard Ratio
Hazard Ratio,95 % CI Lower,95 % CI Upper
0.896252,0.8361011,0.9607303
" "
" "
Proportionality
χ²,df,p
5.221173,1,0.02231349
