Outcome 5 Result 5a Measures of Association Table
" "
Generated by TriNetX
" "
Notes
2574 patients in Cohort 1 and 1667 patients in Cohort 2 were excluded from results because they had the outcome prior to the time window.
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX2 V13,23233,4123,0.177463091292558
2,CX1 V13,24140,3933,0.16292460646230322
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.014538484830254772,0.007767990364972233,0.021308979295537312,4.210716051094175,0.0000254562541616248
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.089234432698284,1.046734527299447,1.1334599350959798
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.108486843269452,1.0565841889747978,1.1629391150493384
