Outcome 6 Result 6a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX2 V13,25807,3018,0.11694501491843298
2,CX1 V13,25807,2782,0.10780020924555353
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.009144805672879452,0.0036959867713760924,0.014593624574382812,3.289142270997716,0.001004932123950656
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.0848310567936736,1.0334317417867516,1.138786795680719
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.0960654299299808,1.0377484323790835,1.1576595918660408
