Outcome 7 Result 7b Kaplan-Meier Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Median Survival (Days),Survival Probability at End of Time Window
1,CX2 V13,25807,79,,0.9967936258436281
2,CX1 V13,25807,96,,0.9962799368661586
" "
" "
Log-Rank Test
χ²,df,p
0.9853980442505076,1,0.32086973978174715
" "
" "
Hazard Ratio
Hazard Ratio,95 % CI Lower,95 % CI Upper
0.8601364,0.6386349,1.158462
" "
" "
Proportionality
χ²,df,p
0.4041856,1,0.5249355
