Outcome 4 Result 4a Measures of Association Table
" "
Generated by TriNetX
" "
Notes
1334 patients in Cohort 1 and 1126 patients in Cohort 2 were excluded from results because they had the outcome prior to the time window.
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX2 V13,24473,3029,0.12376905160789442
2,CX1 V13,24681,2840,0.11506827113974312
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.0087007804681513,0.0029672620184397255,0.014434298917862876,2.9744855193055653,0.0029348030731277367
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.075614071385367,1.0251579342385269,1.1285535544545813
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.0862946823826751,1.0286219015962768,1.1472010610911811
