Outcome 6 Result 6b Kaplan-Meier Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Median Survival (Days),Survival Probability at End of Time Window
1,CX2 V13,25807,3018,,0.8795941638137641
2,CX1 V13,25807,2782,,0.8921941281271675
" "
" "
Log-Rank Test
χ²,df,p
21.096366341074805,1,0.000004367555332933951
" "
" "
Hazard Ratio
Hazard Ratio,95 % CI Lower,95 % CI Upper
1.128239,1.071584,1.187888
" "
" "
Proportionality
χ²,df,p
6.690062,1,0.009695182
