Outcome 7 Result 7a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX2 V13,25807,79,0.0030611849498198163
2,CX1 V13,25807,96,0.003719920951679777
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
-0.0006587360018599606,-0.0016617179166879986,0.0003442459129680774,-1.2872633283852908,0.19800252079058744
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
0.8229166666666666,0.6113215253730597,1.1077506879289432
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
0.8223729173144694,0.6103059698167939,1.1081281333940203
