Outcome 2 Result 2a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX1 V14,48652,213,0.004378031735591548
2,Unnamed,48652,141,0.0028981336841239825
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.0014798980514675653,0.0007233565411939102,0.0022364395617412206,3.8337369051460564,0.00012621113145954338
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.5106382978723403,1.2215373320479916,1.8681607243003076
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.512883719071102,1.2224438202416534,1.8723291079159403
