Outcome 8 Result 8a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX1 V14,48652,53,0.001089369398996958
2,Unnamed,48652,36,0.0007399490257337828
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.0003494203732631753,-0.00003045786626926808,0.0007292986127956187,1.802821068076509,0.07141632033416519
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.4722222222222223,0.9642991317882068,2.2476824878869457
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.4727372076700254,0.9642764795031862,2.249308086383265
