Outcome 4 Result 4a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX1 V14,48652,3203,0.06583490915070295
2,Unnamed,48652,1690,0.03473649593028036
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.03109841322042259,0.028359127498458696,0.03383769894238648,22.19498378490096,3.8398952858591946e-109
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.895266272189349,1.7892326926629023,2.007583617954416
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.9583598027361706,1.8437185684841222,2.080129355168384
