Outcome 3 Result 3a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX1 V14,48652,547,0.011243114363232755
2,Unnamed,48652,281,0.0057757132286442485
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.005467401134588506,0.004313622706682256,0.006621179562494757,9.283722932068459,1.6365792636075506e-20
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.9466192170818506,1.686725806019748,2.2465574207666994
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.9573831857284314,1.6941838259653423,2.261471793705319
