Outcome 6 Result 6a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX1 V14,48652,3534,0.07263832935953302
2,Unnamed,48652,1790,0.03679190989065198
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.035846419468881036,0.032997351270070197,0.038695487667691875,24.583635126621278,1.8903068048829403e-133
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.9743016759776537,1.8677970575839722,2.086879349092739
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
2.0506167192620417,1.9344604053337855,2.173747737468658
