Outcome 4 Result 4a Measures of Association Table
" "
Generated by TriNetX
" "
Notes
1631 patients in Cohort 1 and 1114 patients in Cohort 2 were excluded from results because they had the outcome prior to the time window.
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX2 V10,25397,720,0.028349805095089973
2,CTL Final,25914,566,0.021841475650227676
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.0065083294448622965,0.0038002252862863275,0.009216433603438266,4.715406865279314,0.0000024122821853764344
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.2979802990002853,1.1642467483116565,1.4470754236900645
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.306674460173856,1.1688205119498425,1.4607872871963319
