Outcome 1 Result 1a Measures of Association Table
" "
Generated by TriNetX
" "
Notes
355 patients in Cohort 1 and 188 patients in Cohort 2 were excluded from results because they had the outcome prior to the time window.
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX2 V10,26673,197,0.007385745885352229
2,CTL Final,26840,135,0.005029806259314456
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.0023559396260377733,0.001024709055401197,0.0036871701966743496,3.4703533994916196,0.0005197739940101671
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.468395700465584,1.1803802638375802,1.8266875507861793
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.471880892828166,1.181626571105888,1.833433180708747
