Outcome 6 Result 6a Measures of Association Table
" "
Generated by TriNetX
" "
Notes
2379 patients in Cohort 1 and 2068 patients in Cohort 2 were excluded from results because they had the outcome prior to the time window.
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX2 V10,24649,434,0.017607205160452756
2,CTL Final,24960,495,0.019831730769230768
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
-0.002224525608778012,-0.004609390169455207,0.00016033895189918306,-1.8274960513049805,0.06762521937136706
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
0.887829981424042,0.7814087634649254,1.0087448628297808
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
0.8858195834037255,0.777750129922558,1.0089054365309864
