Outcome 5 Result 5a Measures of Association Table
" "
Generated by TriNetX
" "
Notes
3055 patients in Cohort 1 and 1628 patients in Cohort 2 were excluded from results because they had the outcome prior to the time window.
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX2 V10,23973,996,0.04154674008259292
2,CTL Final,25400,814,0.03204724409448819
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.009499495988104727,0.00617192094711801,0.012827071029091443,5.613703435926893,1.980415193932124e-8
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.2964216192848403,1.18376035424921,1.419805122646723
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.309270813383622,1.1914024692284242,1.4388001595198592
