Follow-Up Time Metrics Before Matching Results Table
" "
Generated by TriNetX
" "
" "
Cohort,Cohort Name,Mean Follow-up (Days),Standard Deviation,Median Follow-up (Days),Interquartile Range
1,Unnamed,1824.9683,0.6202028,1825,0
2,Unnamed,1824.9191,1.0612468,1825,0
