Outcome 5 Result 5a Measures of Association Table
" "
Generated by TriNetX
" "
Notes
8257 patients in Cohort 1 and 5562 patients in Cohort 2 were excluded from results because they had the outcome prior to the time window.
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX1 V10,101734,15859,0.1558869207934417
2,CTL Final,104429,14516,0.13900353350123051
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.0168833872922112,0.01382208914400419,0.01994468544041821,10.813239188389357,2.9795945255499047e-27
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.1214601303071317,1.0983827967011135,1.1450223252274048
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.1438908284910132,1.1163409701034495,1.172120581926328
