Outcome 6 Result 6a Measures of Association Table
" "
Generated by TriNetX
" "
Notes
7566 patients in Cohort 1 and 7213 patients in Cohort 2 were excluded from results because they had the outcome prior to the time window.
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX1 V10,102425,6559,0.06403710031730535
2,CTL Final,102778,6417,0.06243554067991204
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.0016015596373933072,-0.0005046191527394829,0.0037077384275260973,1.4904260168022687,0.1361122559608973
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.025651409757209,0.9920509162386754,1.0603899428120291
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.0274064386162154,0.9915168216785106,1.0645951405273397
