Outcome 3 Result 3a Measures of Association Table
" "
Generated by TriNetX
" "
Notes
470 patients in Cohort 1 and 438 patients in Cohort 2 were excluded from results because they had the outcome prior to the time window.
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX1 V10,109521,2636,0.024068443494854867
2,CTL Final,109553,1498,0.013673746953529343
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.010394696541325524,0.00925590617986382,0.01153348690278723,17.878217376993582,1.7432207098169673e-71
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.7601937184191156,1.652949548331549,1.8743959423864152
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.778941631051878,1.6686908354915153,1.896476722578373
