Outcome 3 Result 3a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX3 V13,11038,345,0.03125566225765537
2,CX2 V13,11038,352,0.03188983511505707
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
-0.0006341728574017005,-0.005247506426175586,0.003979160711372185,-0.26943136417757885,0.7875977531020245
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
0.9801136363636365,0.8468665214503526,1.1343260311445278
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
0.979472020778249,0.8422903078606788,1.1389961757058624
