Outcome 6 Result 6b Kaplan-Meier Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Median Survival (Days),Survival Probability at End of Time Window
1,CX3 V13,11038,1365,,0.8703784421671236
2,CX2 V13,11038,1298,,0.8784920041756394
" "
" "
Log-Rank Test
χ²,df,p
3.4647898639221015,1,0.06268847233852323
" "
" "
Hazard Ratio
Hazard Ratio,95 % CI Lower,95 % CI Upper
1.074814,0.996167,1.159671
" "
" "
Proportionality
χ²,df,p
1.309751,1,0.2524397
