Outcome 6 Result 6a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX3 V13,11038,1365,0.12366370719333213
2,CX2 V13,11038,1298,0.11759376698677297
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.0060699402065591546,-0.0025225400521112114,0.01466242046522952,1.3845322776015077,0.16619553177950652
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.0516178736517718,0.9792877838858239,1.1292902560222398
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.0589019011028906,0.976485227496839,1.1482746534052874
