Outcome 8 Result 8b Kaplan-Meier Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Median Survival (Days),Survival Probability at End of Time Window
1,CX3 V13,11038,33,,0.9967566773647842
2,CX2 V13,11038,29,,0.9972268530484034
" "
" "
Log-Rank Test
χ²,df,p
0.38698633402024096,1,0.5338877814835103
" "
" "
Hazard Ratio
Hazard Ratio,95 % CI Lower,95 % CI Upper
1.171378,0.7112643,1.929137
" "
" "
Proportionality
χ²,df,p
0.03509669,1,0.8513932
