Outcome 2 Result 2a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX3 V13,11038,141,0.012774053270520022
2,CX2 V13,11038,139,0.012592861025548107
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.00018119224497191444,-0.0027711912031924447,0.0031335756931362736,0.12028812991157775,0.9042549067949959
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.014388489208633,0.8037279159251318,1.2802641125816314
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.0145746667784612,0.8014752429305552,1.2843338126138675
