Outcome 4 Result 4a Measures of Association Table
" "
Generated by TriNetX
" "
Notes
807 patients in Cohort 1 and 704 patients in Cohort 2 were excluded from results because they had the outcome prior to the time window.
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX3 V13,10231,1392,0.1360570814192161
2,CX2 V13,10334,1423,0.13770079349719372
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
-0.001643712077977616,-0.011039313635447003,0.007751889479491771,-0.3428822439777182,0.7316870501758085
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
0.9880631619017424,0.922512790575754,1.0582713019057057
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
0.986183302343786,0.9107891831864648,1.067818463125714
