Outcome 1 Result 1b Kaplan-Meier Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Median Survival (Days),Survival Probability at End of Time Window
1,CX3 V13,11038,709,,0.9301718453734186
2,CX2 V13,11038,739,,0.9292886114259127
" "
" "
Log-Rank Test
χ²,df,p
0.049222839751976916,1,0.8244211502698885
" "
" "
Hazard Ratio
Hazard Ratio,95 % CI Lower,95 % CI Upper
0.9884041,0.8916303,1.095681
" "
" "
Proportionality
χ²,df,p
0.1532054,1,0.6954908
