Outcome 5 Result 5a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX2 V12,28570,6893,0.24126706335316767
2,Unnamed,28570,5596,0.19586979348967448
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.045397269863493184,0.03863022432325781,0.05216431540372856,13.128970316547466,2.2469091844690536e-39
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.2317726947819871,1.1939071114980029,1.2708392110226712
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.3054733537814907,1.2544696729147706,1.3585507200613542
