Outcome 2 Result 2a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX2 V12,28570,328,0.011480574028701436
2,Unnamed,28570,193,0.006755337766888345
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.004725236261813091,0.003166970706909818,0.006283501816716364,5.941607068298249,2.822412970296977e-9
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.6994818652849741,1.4237154161700263,2.028662875760818
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.7076055835702753,1.428349102570134,2.0414594889957614
