Outcome 6 Result 6a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX2 V12,28570,3389,0.11862093104655233
2,Unnamed,28570,3149,0.11022051102555128
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.008400420021001054,0.0031807361286717174,0.01362010391333039,3.154097109869681,0.0016099550397125858
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.07621467132423,1.0281827161401065,1.1264904579622323
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.086472068612575,1.0318858561028579,1.1439458627075358
