Outcome 1 Result 1a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX2 V12,28570,1714,0.0599929996499825
2,Unnamed,28570,1336,0.04676233811690585
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.01323066153307665,0.009546013823181213,0.016915309242972087,7.0348283882781715,1.995063984955118e-12
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.2829341317365268,1.1966468828193135,1.375443340893305
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.300991515628261,1.2088096788760032,1.4002029875460158
