Outcome 8 Result 8a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX2 V12,28570,64,0.00224011200560028
2,Unnamed,28570,58,0.0020301015050752536
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.00021001050052502643,-0.0005469278236037527,0.0009669488246538056,0.5437953169874336,0.5865823317669909
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.1034482758620692,0.7737461637099841,1.5736402383758428
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.1036805318662495,0.7733228994585668,1.5751644200287014
