Outcome 3 Result 3a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,Unnamed,25559,713,0.0278962400719903
2,CX1 V14,25559,750,0.029343871043468053
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
-0.0014476309714777542,-0.004338476264785412,0.0014432143218299038,-0.981488001293504,0.3263521485267399
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
0.9506666666666668,0.8593029993011775,1.051744392660207
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
0.9492509592422657,0.8554744398085785,1.0533071962079745
