Outcome 2 Result 2a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,Unnamed,25559,280,0.010955045189561407
2,CX1 V14,25559,298,0.01165929809460464
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
-0.0007042529050432338,-0.002537429974204316,0.0011289241641178483,-0.7529703825313967,0.4514677119056826
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
0.9395973154362416,0.798907970660246,1.1050623445969365
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
0.9389282718950471,0.7968609510263182,1.1063238807578404
