Outcome 6 Result 6a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,Unnamed,25559,3181,0.12445713838569585
2,CX1 V14,25559,2919,0.11420634610117766
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.010250792284518181,0.004630886749601082,0.01587069781943528,3.574622644616027,0.0003507333786156051
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.089756766015759,1.0395671536494708,1.1423694995634304
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.1025155591472329,1.0450533340787487,1.1631373428737755
