Outcome 8 Result 8a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,Unnamed,25559,61,0.002386634844868735
2,CX1 V14,25559,80,0.003130012911303259
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
-0.000743378066434524,-0.001652686194940525,0.0001659300620714773,-1.6023000071740157,0.10908928410592998
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
0.7625000000000001,0.5466953821646916,1.0634921548045047
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
0.7619318181818181,0.5457946440898,1.0636603012585342
