Outcome 7 Result 7b Kaplan-Meier Table
" "
Generated by TriNetX
" "
Notes
30 patients in Cohort 1 and 30 patients in Cohort 2 were excluded from results because they had the outcome prior to the time window.
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Median Survival (Days),Survival Probability at End of Time Window
1,CX3 V12,11998,35,,0.9968336776856176
2,Unnamed,11998,42,,0.9964994165694284
" "
" "
Log-Rank Test
χ²,df,p
0.2095881652411364,1,0.6470903874791478
" "
" "
Hazard Ratio
Hazard Ratio,95 % CI Lower,95 % CI Upper
0.9005344,0.5749342,1.41053
" "
" "
Proportionality
χ²,df,p
0.2673405,1,0.6051214
